"Time","Salon","2ème étage","Chambre 3","Chambre 2"
2021-01-03 23:00:00,626,798,1285,1526
2021-01-04 01:00:00,575,696,1365,1711
2021-01-04 03:00:00,536,699,1415,1818
2021-01-04 05:00:00,517,688,1454,1913
2021-01-04 07:00:00,599,546,927,955
2021-01-04 09:00:00,794,584,611,406
2021-01-04 11:00:00,868,617,664,388
2021-01-04 13:00:00,952,774,908,735
2021-01-04 15:00:00,912,761,894,770
2021-01-04 17:00:00,936,773,833,711
2021-01-04 19:00:00,973,777,879,828
2021-01-04 21:00:00,926,877,1125,1194
2021-01-04 23:00:00,709,862,1236,1485
2021-01-05 01:00:00,596,695,1300,1711
2021-01-05 03:00:00,551,652,1309,1863
2021-01-05 05:00:00,530,641,1296,1975
2021-01-05 07:00:00,607,525,795,960
2021-01-05 09:00:00,644,526,539,566
2021-01-05 11:00:00,677,512,522,530
2021-01-05 13:00:00,764,610,636,679
2021-01-05 15:00:00,573,553,464,482
2021-01-05 17:00:00,763,521,541,500
2021-01-05 19:00:00,918,731,824,999
2021-01-05 21:00:00,701,895,1052,1302
2021-01-05 23:00:00,583,741,1126,1581
2021-01-06 01:00:00,520,645,1191,1737
2021-01-06 03:00:00,483,617,1204,1838
2021-01-06 05:00:00,477,613,1198,1883
2021-01-06 07:00:00,522,606,873,1327
2021-01-06 09:00:00,719,559,556,566
2021-01-06 11:00:00,852,609,649,572
2021-01-06 13:00:00,873,748,820,760
2021-01-06 15:00:00,795,728,899,778
2021-01-06 17:00:00,944,732,754,728
2021-01-06 19:00:00,,,,
2021-01-06 21:00:00,,,,
2021-01-06 23:00:00,,,,
2021-01-07 01:00:00,,,,
2021-01-07 03:00:00,,,,
2021-01-07 05:00:00,,,,
2021-01-07 07:00:00,,,,
2021-01-07 09:00:00,,,,
2021-01-07 11:00:00,,,,
2021-01-07 13:00:00,,,,
2021-01-07 15:00:00,,,,
2021-01-07 17:00:00,,,,
2021-01-07 19:00:00,,,,
2021-01-07 21:00:00,,,,
2021-01-07 23:00:00,,,,
2021-01-08 01:00:00,,,,
2021-01-08 03:00:00,,,,
2021-01-08 05:00:00,,,,
2021-01-08 07:00:00,,,,
2021-01-08 09:00:00,,,,
2021-01-08 11:00:00,,,,
2021-01-08 13:00:00,,,,
2021-01-08 15:00:00,,,,
2021-01-08 17:00:00,,,,
2021-01-08 19:00:00,,,,
2021-01-08 21:00:00,,,,
2021-01-08 23:00:00,,,,
2021-01-09 01:00:00,,,,
2021-01-09 03:00:00,,,,
2021-01-09 05:00:00,,,,
2021-01-09 07:00:00,,,,
2021-01-09 09:00:00,,,,
2021-01-09 11:00:00,,,,
2021-01-09 13:00:00,,,,
2021-01-09 15:00:00,,,,
2021-01-09 17:00:00,,,,
2021-01-09 19:00:00,,,,
2021-01-09 21:00:00,,,,
2021-01-09 23:00:00,,,,
2021-01-10 01:00:00,,,,
2021-01-10 03:00:00,,,,
2021-01-10 05:00:00,,,,
2021-01-10 07:00:00,,,,
2021-01-10 09:00:00,,,,
2021-01-10 11:00:00,,,,
2021-01-10 13:00:00,,,,
2021-01-10 15:00:00,,,,
2021-01-10 17:00:00,,,,
2021-01-10 19:00:00,,,,
2021-01-10 21:00:00,,,,
2021-01-10 23:00:00,,,,
2021-01-11 01:00:00,,,,
2021-01-11 03:00:00,,,,
2021-01-11 05:00:00,,,,
2021-01-11 07:00:00,,,,
2021-01-11 09:00:00,,,,
2021-01-11 11:00:00,,,,
2021-01-11 13:00:00,,,,
2021-01-11 15:00:00,,,,
2021-01-11 17:00:00,,,,
2021-01-11 19:00:00,,,,
2021-01-11 21:00:00,,,,
2021-01-11 23:00:00,,,,
2021-01-12 01:00:00,,,,
2021-01-12 03:00:00,,,,
2021-01-12 05:00:00,,,,
2021-01-12 07:00:00,,,,
2021-01-12 09:00:00,,,,
2021-01-12 11:00:00,,,,

