time; Tin; Tout; humidity; detected_motions; power; office_CO2_concentration; door; CO2_corridor; acoustic_pressure; label
04/05/2015 18:15;23.690000;25.000000;57.074743;0.000000;29.143037;539.295733;0.027897;736.260633;0.032800;2.000000
04/05/2015 18:20;23.690000;25.000000;57.000000;1.000000;29.119183;498.690500;0.000000;729.146067;0.032800;2.000000
04/05/2015 18:25;23.690000;25.000000;57.000000;0.000000;29.733883;496.516567;0.000000;705.233400;0.032800;2.000000
04/05/2015 18:30;23.552480;25.000000;57.000000;0.000000;29.221457;540.512967;0.000000;678.125233;0.027775;1.250000
04/05/2015 18:35;23.530000;25.000000;57.000000;1.000000;30.770367;485.044200;0.000000;694.208467;0.026100;1.000000
04/05/2015 18:40;23.530000;25.000000;57.000000;0.000000;29.104827;505.051467;0.000000;696.728200;0.026100;1.000000
04/05/2015 18:45;23.418549;25.000000;57.000000;1.000000;28.020873;481.391533;0.000000;687.010467;0.026100;1.000000
04/05/2015 18:50;23.370000;25.000000;57.000000;1.000000;35.456917;481.000933;0.000000;679.338767;0.026100;1.000000
04/05/2015 18:55;23.370000;25.000000;57.000000;0.000000;35.317663;473.580700;0.000000;668.876133;0.026100;1.000000
04/05/2015 19:00;23.237240;24.000000;57.000000;2.000000;31.402330;494.290933;0.000000;659.344333;0.015156;1.000000
04/05/2015 19:05;23.220000;24.000000;57.000000;0.000000;31.500423;475.857533;0.000000;625.383767;0.010900;1.000000
