"Time","Télévision","Freebox","Homeciné","Robot Aspirateur","FreeBox TV","Kodi","Multimédia","Four","Garage","Plaques cuisson","Lave vaisselle","Lave linge","PZEM Général Puissance"
2020-12-21 01:00:00,95,4.9,0.80,2.9,34,0,15,0,80,0,,,362
2020-12-21 13:00:00,95,5.4,0.40,2.7,17,0,13,,12,794,0,,293
2020-12-22 01:00:00,88,5,0.80,2.9,18,0,13,,80,,,,364
2020-12-22 13:00:00,93,4.8,0.80,2.7,18,0,13,,10,901,226,,190
2020-12-23 01:00:00,94,4.3,0.80,7.9,16,0,15,,79,,,216,4394
2020-12-23 13:00:00,92,5.5,0.40,2.7,21,0,13,,13,0,,,257
2020-12-24 01:00:00,94,5,0.40,3.5,21,1.6,13,,74,0,0,,530
2020-12-24 13:00:00,92,4.8,0.40,2.7,18,4,13,0,88,0,0,,293
2020-12-25 01:00:00,95,4.3,0.40,2.9,17,0,13,,73,,,,233
2020-12-25 13:00:00,94,5.3,0.80,6,17,0,13,0,94,0,25,,749
2020-12-26 01:00:00,45,4.1,0.40,3.5,18,0,13,,77,0,,93,472
2020-12-26 13:00:00,95,4.4,0.80,2.7,21,0,13,,93,,,,267
2020-12-27 01:00:00,95,3.9,0.40,8.3,34,0,16,,76,0,25,,347
2020-12-27 13:00:00,92,4.6,0.40,3,34,0,13,,93,0,217,,289
2020-12-28 01:00:00,94,4,0.40,2,20,2,13,,73,0,,,381
2020-12-28 13:00:00,94,5.5,0.80,3,18,0,13,0,47,857,26,51,211
2020-12-29 01:00:00,94,4.4,0.40,8.3,18,0,13,,86,0,,376,1760
2020-12-29 13:00:00,95,5.8,0.40,2.7,20,0,13,,53,0,24,,254
2020-12-30 01:00:00,0,4.9,0.40,3,18,0,13,1561,82,0,,,1939
2020-12-30 13:00:00,75,4.4,0.40,2.7,18,0,13,1585,13,0,,,173
2020-12-31 01:00:00,63,3.9,0.40,3.2,21,0,13,,113,,,,318
2020-12-31 13:00:00,92,5,0.40,2.7,18,3.9,16,0,48,0,25,,206
2021-01-01 01:00:00,94,5,4,0.40,21,0,13,,74,0,67,36,1739
2021-01-01 13:00:00,80,4.1,0.40,2.7,19,0,13,0,15,0,25,,170
2021-01-02 01:00:00,95,4.5,0.40,5.6,20,0,14,,38,1119,68,,2544
2021-01-02 13:00:00,94,3.9,0.80,3,20,0,13,,14,,13,,187
2021-01-03 01:00:00,94,5,2.2,2.9,20,0,13,0,111,,,,322
2021-01-03 13:00:00,95,4.6,0.40,2.7,17,0,13,,94,0,29,,568
2021-01-04 01:00:00,0,4,0.40,3.4,18,0,13,,87,0,,,238
2021-01-04 13:00:00,77,3.7,,2.9,20,0,19,,173,0,25,,249
2021-01-05 01:00:00,92,3.5,,2.9,20,0,13,,13,,,42,215
2021-01-05 13:00:00,94,3.5,,2.7,20,0,13,,87,0,,,248
2021-01-06 01:00:00,94,4.1,0.60,8.1,20,0,13,0,13,0,24,,241
2021-01-06 13:00:00,20,4,,2.7,20,0,13,,87,709,25,,287
2021-01-07 01:00:00,92,3.7,0.60,2.9,20,0,12,,80,0,,62,238
2021-01-07 13:00:00,76,4,0.60,2.7,18,3.5,13,,92,,,,465
2021-01-08 01:00:00,0,3.5,,3,34,0,12,,82,0,,,311
2021-01-08 13:00:00,92,3.7,,69,18,7,13,,131,,25,0,533
2021-01-09 01:00:00,88,3.9,0.60,2.9,21,6,12,,14,,24,,269
2021-01-09 13:00:00,94,3.9,0.60,2.7,18,0,13,,94,0,,,266
2021-01-10 01:00:00,94,3.5,,0.30,20,0,12,0,87,1358,69,,439
2021-01-10 13:00:00,92,3.7,,2.7,18,0,12,0,122,0,2132,,268
2021-01-11 01:00:00,74,3.7,0.60,37,18,0,13,,86,0,,264,1674
2021-01-11 13:00:00,95,4.8,0.80,2.9,18,0,13,,93,,83,0,2465
2020-01-11 13:00:00,,22,0.80,2.7,0.60,,6.3,,,,,,
2020-01-15 13:00:00,,33,0.40,2.7,17,3.7,4.9,,0,0,,0,
2020-01-16 01:00:00,,20,0.40,24,0.60,3.5,5.1,0,,,30,420,
2020-01-20 01:00:00,,42,0.40,3,,3.9,4.9,,,,28,166,
2020-01-31 01:00:00,,38,0.40,3,28,4.3,5.1,,,,,,
2020-02-01 01:00:00,,35,0.40,37,13,4.3,6,,,1135,,,
2020-07-25 14:00:00,,,,,,,,0,0,0,0,0,
2020-06-27 02:00:00,,,,,,,,,68,,,,
2020-06-27 14:00:00,,,,,,,,,0,,,,
2020-06-28 02:00:00,,,,,,,,,68,,,,
2020-06-28 14:00:00,,,,,,,,,0,,,56,
2020-07-26 02:00:00,,,,,,,,,71,,,,
2020-07-26 14:00:00,,,,,,,,,72,,,,

