stringtime,epochtime,datetime,Toffice_wall,Tcorridor,Theater,Toffice_reference,office_CO2_concentration,corridor_CO2_concentration,zetaW7,zetaW9,window_opening,door_opening,power_block_east,power_block_west,power_stephane,power_khadija,power_audrey,power_stagiaire,humidity,Tyanis,occupancy,detected_motions,Tout,humidity_outdoor,nebulosity,illuminance_old,illuminance_new,dT_heat,power_heater,heating_level,total_electric_power,phi_sun,total_power,total_power_nosun,actual_occupation,acoustic_pressure_dB
01/10/2015 00:00:00,1443650400000,2015-10-01 00:00:00,25.2,21.92,22.75,23.37,390.0,390.0,0.0,0.0,0.0,0.0,10.0,374.0,0.0,0.0,0.0,0.0,35.0,0.0,0,0,10.11,83.0,1.0,0.0,0.0,0,0,0.0,384.0,0.0,384.0,384.0,0.0,0.0
01/10/2015 01:00:00,1443654000000,2015-10-01 01:00:00,25.2,21.92,22.75,23.37,390.0,390.0,0.0,0.0,0.0,0.0,10.0,374.0,0.0,0.0,0.0,0.0,35.0,0.0,0,0,10.2,83.0,0.0,0.0,0.0,0,0,0.0,384.0,0.0,384.0,384.0,0.0,0.0
01/10/2015 02:00:00,1443657600000,2015-10-01 02:00:00,25.2,21.92,22.75,23.37,390.0,390.0,0.0,0.0,0.0,0.0,10.0,374.0,0.0,0.0,0.0,0.0,35.0,0.0,0,0,8.69,87.0,0.0,0.0,0.0,0,0,0.0,384.0,0.0,384.0,384.0,0.0,0.0
01/10/2015 03:00:00,1443661200000,2015-10-01 03:00:00,25.007876277777775,21.859489911111112,22.75,23.37,390.0,390.0,0.0,0.0,0.0,0.0,10.0,348.8145313888889,0.0,0.0,0.0,0.0,34.86250388888889,13.999294533333334,0,0,7.72,89.0,0.0,0.0,0.0,0,0,0.0,358.8145313888889,0.0,358.8145313888889,358.8145313888889,0.0,0.0
01/10/2015 04:00:00,1443664800000,2015-10-01 04:00:00,24.829241000000003,21.801508000000002,22.615711466666667,23.22676816111111,390.0,390.0,0.0,0.0,0.0,0.0,10.0,346.1311547222222,0.0,0.0,0.0,0.0,34.93768583333333,21.801508000000002,0,0,7.18,92.0,10.0,0.0,0.0,0,0,0.0,356.1311547222222,0.0,356.1311547222222,356.1311547222222,0.0,0.0
01/10/2015 05:00:00,1443668400000,2015-10-01 05:00:00,24.520216777777772,21.648328222222222,22.445701911111108,22.93304671111111,390.0,395.57446944444445,0.0,0.0,0.0,0.004426944444444444,10.0,349.83489583333335,0.0,0.0,0.0,0.0,35.0,21.648328222222222,0,1,7.25,94.0,34.0,0.0,0.0,0,0,0.0,359.83489583333335,0.0,359.83489583333335,359.83489583333335,0.0,0.0
01/10/2015 06:00:00,1443672000000,2015-10-01 06:00:00,24.207441666666668,21.97541488888889,22.29444431111111,22.77696862777778,422.8236083333333,420.09350277777776,0.0,0.0,0.0,0.7221747222222222,10.0,352.76012638888886,0.0,0.0,0.0,0.0,39.37291527777778,21.97541488888889,0,2,7.62,95.0,49.0,0.0,0.0,0,0,0.0,362.76012638888886,0.0,362.76012638888886,362.76012638888886,0.0,0.0
01/10/2015 07:00:00,1443675600000,2015-10-01 07:00:00,23.99252155555556,22.08,21.99264871388889,22.50834573333333,398.9874277777778,406.7874388888889,0.0,0.0,0.0,0.646475,10.0,351.1516794444444,0.0,0.0,0.0,0.0,38.71806388888889,22.08,0,1,7.03,94.0,49.0,0.0,0.0,0,0,0.0,361.1516794444444,0.0,361.1516794444444,361.1516794444444,0.0,0.0
01/10/2015 08:00:00,1443679200000,2015-10-01 08:00:00,24.062583833333324,21.921443022222224,21.818462044444445,22.56863626666667,418.94554444444447,496.2387861111111,0.0,0.0,0.0,0.0,10.0,351.40038944444444,0.0,0.0,0.0,0.0,36.96884527777778,21.921443022222224,0,0,7.15,94.0,48.0,8.9203488,3.423605555555554,0,0,0.0,361.40038944444444,16.74287645541864,378.1432658998631,361.40038944444444,0.0,0.0
01/10/2015 09:00:00,1443682800000,2015-10-01 09:00:00,24.15973838888889,21.995182800000002,21.97662257777778,22.515076977777778,578.4912305555556,679.8387972222222,0.0,0.0,0.0,0.3333247222222222,9.740614166666667,352.61242888888887,0.0,0.0,0.0,0.0,37.01869638888889,21.995182800000002,0,2,8.01,95.0,54.0,35.437183966666666,19.610555555555557,0,0,0.0,362.35304305555553,133.19919947892242,495.55224253447795,362.35304305555553,0.0,0.0
01/10/2015 10:00:00,1443686400000,2015-10-01 10:00:00,24.60108388888889,22.161831199999998,22.218786791666666,22.75452151388889,671.6804888888889,897.4178694444445,0.0,0.0,0.0,0.0,10.0,351.27899666666667,0.0,0.0,0.0,0.0,36.975070833333334,22.161831199999998,0,0,11.13,85.0,60.0,63.820653133333344,31.946441111111113,0,0,0.0,361.27899666666667,345.8054623970447,707.0844590637114,361.27899666666667,0.0,0.0
01/10/2015 11:00:00,1443690000000,2015-10-01 11:00:00,25.013510222222227,22.46280031111111,22.602100755555554,23.096294794444447,769.7653111111111,964.0880361111111,0.0,0.0,0.0,0.0,10.0,351.68462416666665,0.0,0.0,0.0,0.0,36.491121944444444,22.46280031111111,0,0,13.38,74.0,36.0,88.85121853333334,44.93312888888889,0,0,0.0,361.68462416666665,637.0125545497109,998.6971787163775,361.68462416666665,0.0,0.0
01/10/2015 12:00:00,1443693600000,2015-10-01 12:00:00,25.346163277777777,22.60215204444444,22.91442535277778,23.564407733333333,789.0555777777778,918.3850388888889,0.0,0.0,0.0,0.0,10.0,353.1083933333333,0.0,0.0,0.0,0.0,35.98131027777778,22.60215204444444,0,0,15.23,65.0,35.0,102.36673420000002,51.138934444444445,0,0,0.0,363.1083933333333,825.4650367324681,1188.5734300658014,363.1083933333333,0.0,0.0
